08524735	1011	505	506
08860123	960	483	477
00007846	789	398	391
08199025	712	357	355
11579418	595	296	299
08441203	589	293	296
01507175	566	282	284
00126264	536	271	265
01864707	513	254	259
11585340	487	243	244
12205694	481	243	238
06845599	476	240	236
11567411	454	225	229
01432517	442	221	221
11556857	441	218	223
01342529	410	205	205
13112664	401	200	201
01762525	382	191	191
11575425	357	178	179
11911591	345	169	176
01429349	306	152	154
08574314	306	151	155
08633957	297	148	149
01759182	295	146	149
00759694	295	149	146
09044862	294	148	146
08103777	266	134	132
01504437	251	126	125
06295235	237	119	118
09411430	226	113	113
00586262	216	107	109
06084469	214	108	106
08392137	210	106	104
06128570	210	104	106
13104059	201	99	102
01862557	201	98	103
01657723	195	96	99
01835496	186	100	86
01494310	183	100	83
00109660	166	83	83
09765278	165	81	84
06090869	163	82	81
07157273	163	82	81
11573660	161	81	80
12501745	161	83	78
04723816	156	79	77
00243918	155	79	76
12039743	154	77	77
02327200	150	74	76
00173338	149	77	72
06000644	148	74	74
00015388	147	75	72
11592146	147	73	74
08691669	146	72	74
06037666	142	71	71
11534677	142	70	72
08766988	141	74	67
13167078	140	69	71
11562747	140	70	70
00523513	139	69	70
08337324	137	68	69
08083599	137	69	68
08723006	132	66	66
11561228	130	66	64
15113229	130	65	65
00471613	129	63	66
02958343	127	63	64
03183080	126	63	63
07075172	124	63	61
01850315	124	62	62
08929922	121	60	61
11590783	121	61	60
09189411	120	61	59
03740161	120	60	60
05225602	117	58	59
09316454	116	59	57
07020895	115	57	58
12100538	114	56	58
02553196	113	55	58
09403734	111	56	55
00407535	111	56	55
11867525	110	55	55
13518963	109	54	55
10794014	108	54	54
08544813	108	53	55
00146138	108	53	55
11571907	108	55	53
00941990	107	56	51
13920835	107	53	54
00766234	106	53	53
02604760	105	53	52
09275473	104	52	52
01675963	104	53	51
06043075	104	53	51
08655464	104	52	52
07951464	103	50	53
12423565	101	51	50
00933420	99	49	50
03082979	99	50	49
12838027	98	50	48
01831531	98	49	49
08801678	98	48	50
07809368	98	50	48
11669921	97	49	48
05943300	97	48	49
10650162	97	49	48
11554175	96	47	49
01090446	94	47	47
10453533	94	46	48
08698379	93	46	47
08780881	93	47	46
05946687	93	46	47
09207288	92	46	46
13489037	91	46	45
10020890	90	45	45
13100677	90	43	47
10467395	90	47	43
08900535	89	45	44
12651821	89	44	45
14625458	89	44	45
02367363	88	46	42
02554730	88	43	45
11744859	87	43	44
00671351	87	43	44
01656813	85	42	43
02913152	84	41	43
13118707	84	44	40
01626600	84	42	42
09023321	84	42	42
03051540	84	43	41
05269901	84	42	42
14662574	83	41	42
08921850	82	41	41
10599806	82	42	40
08700255	82	41	41
00956485	82	42	40
02176268	82	41	41
06851742	82	40	42
07705931	81	41	40
00030358	81	40	41
13109733	80	41	39
10547145	80	40	40
06717170	80	40	40
03309808	80	40	40
11672400	79	38	41
00017222	79	38	41
00983824	78	39	39
00331950	77	38	39
05418717	77	38	39
00024720	77	38	39
09360122	76	37	39
11565385	76	38	38
00021939	76	38	38
03485997	76	38	38
01617192	76	38	38
11545714	75	39	36
10605985	74	38	36
10705615	74	36	38
05333777	74	37	37
01524885	73	37	36
04616059	73	36	37
07283608	72	35	37
08552138	72	36	36
09060768	71	36	35
04341686	70	36	34
01502262	70	35	35
06394865	70	35	35
09641757	69	32	37
11566682	69	35	34
08696931	69	34	35
13166338	68	34	34
13526110	67	31	36
06449735	67	33	34
10123844	67	35	32
01313093	67	33	34
09610660	67	34	33
08102555	67	34	33
04105893	66	33	33
00637259	66	33	33
11555413	66	33	33
11778534	66	32	34
09141526	66	33	33
09203827	66	33	33
06066555	65	32	33
00612160	65	33	32
09623038	65	32	33
01938850	65	33	32
01904930	65	33	32
01552519	65	35	30
09148970	65	33	32
07371293	64	32	32
01094725	64	32	32
06479665	64	32	32
01340439	64	33	31
06828818	63	31	32
08176077	63	31	32
02400139	63	30	33
01525720	63	32	31
08792548	62	31	31
00978549	62	31	31
13601596	62	30	32
09334396	62	32	30
01659248	62	31	31
15253139	61	31	30
07037465	61	30	31
06136258	61	31	30
01332730	60	29	31
06722453	60	31	29
10340312	60	31	29
11665781	60	30	30
10787470	59	30	29
10450303	59	30	29
06598915	59	30	29
09117351	59	29	30
13121544	59	29	30
00205885	59	29	30
08975902	59	30	29
08673395	59	29	30
07296428	58	29	29
08913434	58	29	29
11410625	58	29	29
06234825	58	28	30
14034177	58	29	29
04194289	58	29	29
12041446	58	29	29
00831651	57	29	28
02862048	57	29	28
12581381	57	30	27
13108841	57	29	28
08853741	56	29	27
12930044	56	28	28
06613686	56	25	31
09686536	56	27	29
12102133	56	27	29
09977660	56	26	30
05220461	56	29	27
08107499	56	28	28
11594676	56	28	28
10677713	56	29	27
14580897	55	27	28
05311054	55	28	27
01939598	55	28	27
01355326	55	27	28
08665504	55	27	28
09998101	55	27	28
03323703	55	28	27
10129825	54	26	28
00351638	54	27	27
06095022	54	27	27
06057539	54	28	26
08695539	54	26	28
14622893	54	27	27
08654360	54	27	27
00339934	54	28	26
14151139	54	27	27
01974062	53	26	27
09629752	53	27	26
06018465	53	26	27
08740875	53	26	27
00026192	53	27	26
06951067	53	26	27
01621555	53	27	26
00916464	53	26	27
02159271	53	26	27
00543233	53	26	27
02339413	52	26	26
00883297	52	26	26
10630188	52	24	28
00654625	52	26	26
10515194	52	25	27
14299637	52	27	25
00863513	52	26	26
06158346	52	26	26
07160883	52	26	26
00002684	51	26	25
09632518	51	24	27
09071690	51	25	26
03259505	51	25	26
11719468	51	26	25
00740577	51	25	26
00464894	51	26	25
01931768	51	25	26
00394813	51	25	26
12892226	51	25	26
02691156	50	24	26
04014297	50	25	25
00004475	50	25	25
05470189	50	24	26
09039411	50	26	24
03094503	50	25	25
02210855	50	24	26
08897065	50	25	25
12992868	49	25	24
01886756	49	24	25
08108972	49	25	24
09815790	49	25	24
01471070	49	24	25
00233335	49	24	25
07992450	49	24	25
06172789	49	24	25
01708676	48	24	24
04916342	48	24	24
10030277	48	24	24
05303402	48	24	24
06498569	48	25	23
05996646	48	24	24
08198398	48	24	24
00283911	48	24	24
00903559	48	23	25
00047945	48	24	24
00428270	48	24	24
02159955	48	24	24
12425281	48	24	24
06429590	48	24	24
03733925	48	24	24
00191142	48	25	23
08505573	48	24	24
08871007	48	25	23
12619306	48	24	24
09774783	47	23	24
05250659	47	23	24
10088390	47	24	23
11804604	47	23	24
09505418	47	24	23
08820121	47	24	23
02329401	47	23	24
01080366	47	23	24
00973077	46	24	22
11841529	46	22	24
09225146	46	23	23
00690614	45	23	22
14818238	45	23	22
10372373	45	24	21
01503061	45	22	23
08910668	45	22	23
00151689	45	22	23
12169776	45	23	22
00488225	45	23	22
00140123	45	23	22
13122364	45	23	22
08227214	45	22	23
02472293	45	23	22
00929718	45	21	24
00031921	45	23	22
10557854	45	22	23
00031264	45	23	22
03736970	45	24	21
01158872	45	21	24
01698271	44	23	21
01124794	44	22	22
02657219	44	23	21
02199590	44	22	22
13583724	44	22	22
03419014	44	22	22
06362953	44	22	22
00704305	44	22	22
00996969	44	22	22
08831004	44	22	22
00037396	44	22	22
06453849	44	23	21
08849753	44	22	22
02335349	44	22	22
00468480	44	22	22
07006119	44	22	22
06055946	44	21	23
00670261	44	22	22
02740764	44	22	22
00515154	43	21	22
07557434	43	23	20
10423589	43	22	21
07975026	43	22	21
08859173	43	22	21
02154508	43	22	21
01463963	43	21	22
01639765	43	22	21
05462674	43	22	21
00209943	43	21	22
00752764	43	20	23
07387509	43	22	21
09974648	42	21	21
08949093	42	22	20
01101913	42	21	21
00235435	42	20	22
06791372	42	22	20
01673668	42	21	21
08630039	42	21	21
11746776	42	21	21
09820263	42	21	21
04359589	42	21	21
00279835	42	22	20
00300441	42	20	22
12226322	42	20	22
01182709	42	21	21
09328904	42	21	21
09631463	42	20	22
06431740	42	21	21
06075527	42	21	21
06906439	41	20	21
08806897	41	22	19
03828465	41	21	20
09614684	41	20	21
09620078	41	21	20
12359026	41	20	21
06157326	41	21	20
00142191	41	21	20
02609764	41	21	20
06232880	41	21	20
00001740	41	22	19
12724201	41	21	20
09382990	41	21	20
10287213	41	20	21
08172103	41	21	20
03699975	41	20	21
01529036	41	20	21
01626134	41	21	20
01726960	41	20	21
03247620	41	21	20
00770437	41	20	21
07884567	40	20	20
00628491	40	22	18
01105639	40	20	20
01886220	40	20	20
00681429	40	21	19
01090335	40	21	19
05397468	40	20	20
09031653	40	19	21
11747468	40	20	20
02273545	40	21	19
03791235	40	20	20
00644583	40	20	20
14336539	40	20	20
02244956	40	22	18
00281101	40	20	20
09917593	40	20	20
01759326	40	20	20
00469651	40	19	21
01387786	40	20	20
12213635	39	19	20
00452512	39	19	20
11766609	39	20	19
00786195	39	19	20
01941670	39	19	20
01323958	39	19	20
06566077	39	20	19
05999797	39	21	18
00658052	39	19	20
08008335	39	20	19
07120524	39	19	20
11629501	39	19	20
05833840	39	20	19
03169390	39	21	18
08638442	39	19	20
01264283	39	20	19
05216365	39	20	19
06115701	39	19	20
00296178	39	20	19
01448100	39	22	17
09617867	39	20	19
00798245	38	19	19
00933821	38	19	19
07105475	38	19	19
07570720	38	19	19
09615807	38	19	19
00199130	38	19	19
05809192	38	19	19
13600822	38	19	19
01471682	38	19	19
01941093	38	18	20
00732746	38	19	19
00033020	38	19	19
00033615	38	18	20
13440063	38	19	19
01123598	38	19	19
00069879	38	19	19
03563967	38	19	19
09006413	38	18	20
07974025	38	19	19
06226057	38	19	19
13603305	37	18	19
01156834	37	19	18
00010435	37	18	19
09209263	37	18	19
10241300	37	18	19
02391803	37	18	19
13169219	37	18	19
02066939	37	19	18
02467662	37	18	19
09927451	37	17	20
01587062	37	18	19
00358431	37	18	19
09821253	37	19	18
11868814	37	19	18
03925226	37	19	18
00968211	36	18	18
01024190	36	18	18
06481320	36	18	18
02649830	36	19	17
10633450	36	18	18
06148148	36	18	18
00650353	36	18	18
01970826	36	18	18
09287968	36	18	18
13192025	36	18	18
11566230	36	18	18
12876032	36	18	18
01719921	36	18	18
00023271	36	18	18
01000214	36	18	18
01449974	36	18	18
10527334	36	18	18
14465048	36	18	18
03489162	36	18	18
07707451	36	18	18
00029677	36	18	18
01428580	36	18	18
01605119	36	19	17
11564258	36	18	18
00345761	36	18	18
01051331	36	18	18
06568978	36	18	18
03278248	36	18	18
05770926	36	18	18
03405725	36	19	17
01143838	36	18	18
09605289	36	17	19
01352059	36	18	18
00462092	35	17	18
07309781	35	17	18
00429060	35	16	19
04494204	35	18	17
08890097	35	18	17
14070360	35	17	18
09050730	35	18	17
01481599	35	18	17
11900058	35	18	17
00426928	35	17	18
02163982	35	17	18
13446390	35	18	17
07109847	35	18	17
08999482	35	18	17
06470073	35	18	17
00219012	35	18	17
02440705	35	18	17
06083243	35	18	17
06706676	35	17	18
00314469	35	17	18
09388848	35	18	17
01435380	35	18	17
04623612	35	18	17
08174398	35	18	17
03574816	35	17	18
05237227	35	17	18
10317007	34	17	17
00701040	34	17	17
05329735	34	17	17
00406243	34	17	17
01405044	34	18	16
10566072	34	17	17
01170962	34	17	17
01476483	34	17	17
05289861	34	17	17
07881800	34	17	17
10412055	34	17	17
13717155	34	17	17
14877585	34	18	16
01676313	34	17	17
01400044	34	17	17
05600637	34	17	17
04673965	34	17	17
02376958	34	16	18
00674607	34	18	16
04576211	34	17	17
00672433	34	18	16
01621127	34	17	17
04451818	34	17	17
14285662	34	17	17
01955463	34	17	17
11553763	34	17	17
02413480	34	16	18
01206218	34	17	17
10231515	34	17	17
01072949	34	17	17
02188065	33	17	16
01410223	33	18	15
01727646	33	16	17
15259284	33	16	17
00815801	33	17	16
01111816	33	17	16
07942152	33	16	17
07901587	33	16	17
01380638	33	17	16
02079933	33	17	16
00153263	33	16	17
11419404	33	17	16
05407119	33	16	17
05238282	33	16	17
14373582	33	15	18
05549830	33	18	15
00913065	33	18	15
08173515	33	17	16
09939313	33	16	17
07566340	33	16	17
01912159	33	16	17
02016523	33	17	16
02428924	33	16	17
01312096	33	14	19
01387617	32	16	16
01236164	32	16	16
01845627	32	16	16
00137313	32	17	15
09440400	32	16	16
08791167	32	16	16
04682462	32	15	17
07073447	32	16	16
02251743	32	19	13
09126305	32	15	17
00056930	32	15	17
00251013	32	16	16
12637729	32	17	15
00187526	32	16	16
08153437	32	16	16
03315023	32	16	16
09053185	32	15	17
01187810	32	15	17
00046522	32	16	16
03497657	32	16	16
03738472	32	16	16
09855630	32	16	16
14322699	32	16	16
08993288	32	15	17
02106506	32	16	16
02025530	32	16	16
00352826	32	16	16
06123363	32	16	16
13582013	32	16	16
10235549	32	16	16
01582645	32	15	17
05867413	32	16	16
00654885	32	16	16
06601327	32	16	16
12660009	32	15	17
09152944	32	16	16
03122748	31	16	15
02716866	31	16	15
00940384	31	15	16
06149484	31	16	15
